Ticker,Description,Price,Market Capitalization,Enterprise Value (MRQ),Free Cash Flow (Annual YoY Growth),EBITDA (Annual YoY Growth),EPS Diluted (Annual YoY Growth),Gross Profit (Annual YoY Growth),Net Income (Annual YoY Growth),Yearly Performance,Monthly Performance,Change %,Gross Margin (TTM),Operating Margin (TTM),Pretax Margin (TTM),Net Margin (TTM),Industry
CIZN,Citizens Holding Company,14.6001,81812680,233527000,23.85229541,,8.03477981,,8.12292598,-21.62030128,-5.23784489,-4.5745098,,21.57624307,21.57624307,18.1393373,Regional Banks
CULL,"Cullman Bancorp, Inc.",10.97,81242647,75066600,23.55963303,,-83.00174755,,-50.62642369,-13.96078431,1.10599078,2.90806754,,17.91413374,18.75633232,15.96377913,Savings Banks
BYFC,Broadway Financial Corporation,1.12,81201175.00000001,303796000,-3.06306306,,-185.16949153,,-530.8411215,-61.24567474,-2.60869565,-0.88495575,,6.77193858,6.77193858,4.7715641,Savings Banks
FTHM,Fathom Holdings Inc.,4.75,81194569.99999999,119788000,-819.89473765,-977.15320004,-803.40557276,106.39596158,-831.75809946,-81.18066561,-2.92651026,-10.37735849,6.98351911,-4.47159373,-4.61026089,-4.50125645,Packaged Software
UPH,"UpHealth, Inc.",0.5498,80939171.00000001,184348000,-5741.9666374,-1630.63511831,-7522.72727273,684.56203442,-15493.18701417,-69.11235955,5.73076923,3.34586466,27.62556934,-34.28186245,-211.14169979,-211.14988944,Medical/Nursing Services
PLSE,"Pulse Biosciences, Inc",2.17,80563306,43829800,-51.62033137,-26.59709433,-6.16518211,-54.88584475,-27.70054763,-89.64467393,37.34177215,-5.65217391,-157.54583921,-2866.47860837,-2866.33756465,-2866.33756465,Medical Specialties
BDTX,"Black Diamond Therapeutics, Inc.",2.21,80310221,-42761100,-95.5356625,-80.73800203,-69.81113612,-269.5,-86.74874357,-71.63029525,20.10869565,30.76923077,,,,,Biotechnology
ISDR,Issuer Direct Corporation,22.24,80308863,76441100,7.11172287,20.8807521,54.77901545,25.66343042,56.26780627,-14.4302726,12.60759494,9.55665025,72.78929886,15.75994254,17.50605979,13.45273364,Packaged Software
HCWB,HCW Biologics Inc.,2.24,80266227.99999999,46378000,-3.81399151,-144.19430084,-86.51452282,,-121.68256494,-52.23880597,-9.31174089,-2.18340611,40.43642177,-352.69204224,-359.39286779,-359.39286779,Biotechnology
BWAC,Better World Acquisition Corp.,10.39,80008436,137788000,-403.97781085,-1701.64340573,150.15384615,,150.15196821,2.87128713,0.37483577,0.38647343,,,,,Financial Conglomerates
LNKB,"LINKBANCORP, Inc.",8.125,79937284.375,131467999.99999999,-13.41131665,,-94.58395548,,-93.10756022,-37.7394636,8.33333333,8.33333333,,17.77055184,3.62735194,3.53895694,Regional Banks
ASMB,"Assembly Biosciences, Inc.",1.65,79920848.00000001,-10188700,-57.35818311,-43.45322618,-71.01573187,,-108.93132964,-47.11538462,-1.19760479,0.6097561,,-1404.8768788,-2064.96642149,-2024.49632235,Pharmaceuticals: Major
ZEPP,Zepp Health Corporation,1.27,79756367,230429000,-638.65047795,-22.48059438,-36.50824823,4.85190283,-35.52890148,-85.31791908,-9.28571429,-7.29927007,19.39256958,-3.77043476,-3.17904236,-2.11816396,Other Consumer Specialties
RVP,"Retractable Technologies, Inc.",2.42,79707931,82130600,-1145.867984,196.56324063,103.88993121,157.65134968,106.12822566,-73.80952381,21.6080402,22.22222222,43.21051637,28.51268143,28.70307375,20.28597533,Medical Specialties
ULBI,Ultralife Corporation,4.94,79700071,97437700,-91.88463398,-66.39714178,-104.49230769,-21.44680016,-104.47247706,-26.48809524,2.48962656,2.7027027,21.3094999,-1.10212894,-1.17577157,-0.85860615,Electrical Products
PIRS,"Pieris Pharmaceuticals, Inc.",1.07,79614691,70926800,82.29402328,-55.57337862,-3.68744513,,-22.85253828,-76.58643326,-3.6036036,-6.95652174,,-183.17516369,-152.67784889,-152.67784889,Biotechnology
ENLV,Enlivex Therapeutics Ltd.,4.315,79409653,25728900,-60.59075991,-113.93046837,9.77837176,-90.90909091,-22.36129905,-47.50608273,2.73809524,1.52941176,,,,,Biotechnology
HHGC,HHG Capital Corporation,10.6,79256205,74645000,-614.02739726,,-683.33333333,,-669.8038786,7.6142132,0.85536769,2.02117421,,,,,Financial Conglomerates
TOUR,Tuniu Corporation,0.6403,79197641,-17050800,81.24328979,86.39436453,90.07489417,1545.23185093,90.07770919,-52.21641791,-1.49230769,-3.30715796,39.86605235,-81.38812027,-90.84216225,-87.66674532,Other Consumer Services
KINZ,KINS Technology Group Inc.,10.09,79086327.34888338,213628000,-15.6634933,-492.57457077,325.4222973,,325.43479006,1.50905433,0.69860279,0.9,,,,,Financial Conglomerates
RPHM,"Reneo Pharmaceuticals, Inc.",3.23,79069259,-60553900,-105.71659483,-103.78170638,-110.10335917,-35.13513514,-104.31543797,-50.83713851,5.55555556,-3.58208955,,,,,Pharmaceuticals: Major
SCYX,"SCYNEXIS, Inc.",2.42,79017308.00000001,10302500,-10.53932493,-18.51669748,75.80325576,4150.82508251,40.44396122,-52.45579568,5.2173913,0.83333333,56.70829331,-2666.21837976,-1709.70220941,-1557.60486711,Pharmaceuticals: Major
MPAC,Model Performance Acquisition Corp.,10.46,78842251.00287633,78715000,,,,,,4.7047047,1.25847047,1.25847047,,,,,Financial Conglomerates
PPIH,"Perma-Pipe International Holdings, Inc.",9.85,78833510.00000001,108013000,-168.96551724,293.68178324,176.57379838,190.99203864,179.32478409,12.82932417,2.07888573,4.23280423,24.00350754,5.86671343,5.14275693,3.13714486,Industrial Machinery
PXLW,"Pixelworks, Inc.",1.45,78780889,89312200,-98.99180844,17.89083201,42.06568447,37.00009973,25.28553658,-64.63414634,-7.05128205,-9.9378882,51.63140114,-24.75847558,-24.04427454,-25.13632053,Semiconductors
GBRG,Goldenbridge Acquisition Limited,10.34,78235024.99999999,77261800,29.6570261,-29.7430123,65.09695291,,65.08239297,4.44444444,0.7797271,0.7797271,,,,,Financial Conglomerates
AAOI,"Applied Optoelectronics, Inc.",2.8,78071719,152374000,68.48869723,-30.22107927,24.7091392,-25.63098259,7.33935537,-63.73056995,-1.06007067,2.94117647,15.77260904,-26.48999133,-28.67502922,-28.67597165,Semiconductors
EHTH,"eHealth, Inc.",2.86,77955507.99999999,406678000,-44.00619318,-183.83786557,-372.84398217,-8.55645977,-329.6479648,-93.47478896,-33.02107728,-26.85421995,95.29159748,-28.04527011,-40.29739552,-33.55956872,Life/Health Insurance
PRDS,"Pardes Biosciences, Inc.",1.25,77901158,,-938.48101266,-624.41182006,-196.20253165,,-196.15562048,-87.68472906,-39.90384615,-32.43243243,,,,,Pharmaceuticals: Major
GMTX,"Gemini Therapeutics, Inc.",1.8,77840014,-32686400,-82.61839291,-104.85793938,34.09334863,28.26086957,-75.98991111,-50.54945055,24.13793103,9.75609756,,,,,Biotechnology
RVPH,"Reviva Pharmaceuticals Holdings, Inc.",3.8,77682908.99999999,893183,-186.34856899,-315.12986533,53.3705592,100,-125.24456915,12.03160471,143.58974359,138.99371069,,,,,Pharmaceuticals: Major
PFX,PhenixFIN Corporation,35.35,77654052,134417000,9.57551193,114.66264116,101.97492033,67.77229206,101.94172542,-16.52892562,1.01443063,1.35299801,99.80583197,-8.82002238,-24.75939529,-24.75939529,Investment Trusts/Mutual Funds
BSGA,Blue Safari Group Acquisition Corp.,10.29,77560873.99999999,136209000,,,,,,3.36514314,0.19474197,0.19474197,,,,,Financial Conglomerates
QUBT,Quantum Computing Inc.,2.28,77301865,62787100,40.74165765,1.24195335,-8.19764812,-36.06532587,-12.79425558,-58.24175824,-2.14592275,-9.16334661,-6265.6238369,-21634.29758902,-33742.03920433,-33742.03920433,Information Technology Services
NOVV,Nova Vision Acquisition Corp.,10.27,77209861.99514328,75138300,,,,,,3.2160804,0.68627451,0.48923679,,,,,Financial Conglomerates
IMPP,Imperial Petroleum Inc.,0.4056,77167036,9809320,-39.79298737,-37.39972564,-859.51515152,-737.49377824,-824.41328624,1.4,33.77308707,24.8,26.28555382,23.20460482,22.61387049,22.61387049,Marine Shipping
RKLY,Rockley Photonics Holdings Limited,0.5833,77149693,332928000,-168.91902753,-101.03491949,-73.07412413,-67.44235696,-109.29157791,-91.77291961,-32.95402299,-17.85663991,-52.39797438,-2238.73994638,-3521.61155794,-3519.46678582,Semiconductors
CEI,"Camber Energy, Inc.",0.1514,77127876,187122000,4.85695814,-8.27286617,86.67248635,346.93370112,-571.93985904,-88.35384615,-20.31578947,-22.35897436,67.71164866,-793.39115539,-45992.14698685,-45992.14698685,Oil & Gas Production
LUMO,"Lumos Pharma, Inc.",9.145,76782095,-8694370,-28.88348461,-22.8561262,-291.91713182,,-381.94488438,2.29306488,2.13768763,3.33333333,,-4049.18256131,-3995.77656676,-3909.1280654,Pharmaceuticals: Major
QTEK,QualTek Services Inc.,1.5,76664788,555832000,-62251.11111111,,,,-415998.56410256,-84.90945674,-13.29479769,-25.37313433,2.21130443,-10.52570047,-20.95180951,-6.06596998,Engineering & Construction
THCA,Tuscan Holdings Corp. II,10.42,76645366,76366600,-29.9005517,-76.57155775,336.45833333,,310.57090825,2.76134122,0.38438936,0.28873917,,,,,Financial Conglomerates
OCCI,"OFS Credit Company, Inc.",9.19,76283800,137735000,141.64264345,1226.15888696,435.53187742,35.19082064,652.32609054,-32.37674761,8.62884161,3.95927602,71.00073923,-22.80373205,-40.47902644,-40.47902644,Investment Trusts/Mutual Funds
ORN,"Orion Group Holdings, Inc.",2.44,76263627.99999999,143109000,-132.57206631,-80.65095886,-170.50499032,-52.26362349,-172.00791296,-46.01769912,1.66666667,-7.57575758,9.58250046,-2.65720973,-2.22971573,-2.30768369,Engineering & Construction
GDST,Goldenstone Acquisition Limited,10.034,76220776,74511100,-4238.0952381,-5200,-3400,,-4970.96774194,1.55870445,0.94770519,0.94567404,,,,,Financial Conglomerates
VSTM,"Verastem, Inc.",0.405,76062060,149143000,-52.11036202,23.6608666,7.58433326,-97.40714332,-5.12949237,-84.36293436,-56.54972642,-52.35294118,,-3642000,-3909050,-3909050,Biotechnology
LSBK,"Lake Shore Bancorp, Inc.",13.3,75910905,80500000,72.83894449,,37.28769271,,35.73935937,-11.33333333,0.20946038,0.91047041,,27.25033027,27.31817046,22.60506302,Savings Banks
CTSO,Cytosorbents Corporation,1.74,75824730,78742100,-179.1481062,-122.61744635,-180.53491828,7.23147408,-213.36045531,-70.40816327,21.67832168,27.94117647,69.74697555,-81.32565486,-96.19794358,-94.24721009,Medical Specialties
CGEN,Compugen Ltd.,0.875,75796561,64877600,16.14624936,-12.44923817,-8.87161619,296.65306122,-15.16937167,-85.74918567,10.75949367,33.18112633,88.66666667,-579.1,-560.91666667,-560.91666667,Biotechnology
DILA,DILA Capital Acquisition Corp.,10,75794752.62368815,74668600,,,,,,2.51153255,0.80645161,0.70493454,,,,,Financial Conglomerates
LGVN,Longeveron Inc.,3.61,75763141,100012000,-289.14933686,-452.71915639,-315.89403974,-131.12891309,-358.09942357,1.69014085,-24.47698745,-2.43243243,-14.95693031,-1296.16288175,-1416.75802662,-1414.09553641,Biotechnology
REFR,Research Frontiers Incorporated,2.39,75644451,53744800,21.81939434,27.15322012,21.53432032,35.41507938,21.12519138,4.36225492,2.5751073,12.20657277,-123.88397339,-173.26597575,-178.30457655,-178.30457655,Home Furnishings
GECC,Great Elm Capital Corp.,9.95,75639479,73475400,43.07528409,100.83575884,82.49053458,110.90789474,67.84641382,-52.06170328,24.68671679,6.98924731,,,,,Investment Managers
LIVE,Live Ventures Incorporated,24.56,75636353,201798000,-26.31578947,53.41106605,217.10986025,32.05916327,185.50379793,-23.12989045,-2.11239538,-1.95608782,35.4476073,11.93689962,14.66995682,11.45254252,Home Furnishings
PPHP,PHP Ventures Acquisition Corp.,10.11,75631896.51352681,17190300,,,,,,2.12121212,0.0990099,0.0990099,,,,,Financial Conglomerates
STBX,Starbox Group Holdings Ltd.,1.67,75150000,,638.00313793,1242.1975453,800,3279.62900506,805.64064069,-93.81481481,-16.5,-12.10526316,,,,,Advertising/Marketing Services
MCAF,Mountain Crest Acquisition Corp. IV,9.94,75121552.50125818,74362800,,,,,,0.10070493,0.81135903,0.50556117,,,,,Financial Conglomerates
ATA,Americas Technology Acquisition Corp.,10.51,75016789.70803612,112356000,-74.11748134,-2969.46124244,257.25900116,,257.1593638,4.47316103,1.05769231,1.05769231,,,,,Financial Conglomerates
ASPA,"Abri SPAC I, Inc.",10.04,74918460.0099552,74815500,,,,,,2.1363174,0.2997003,0.1996008,,,,,Financial Conglomerates
GIFI,"Gulf Island Fabrication, Inc.",4.7,74839035,12230600,13.18543462,-239.78213508,20.2221478,121.15164612,19.171589,17.5,22.7154047,12.70983213,1.46108176,-13.53705438,-4.90421595,-4.88875958,Metal Fabrication
BIOR,"Biora Therapeutics, Inc.",0.4,74649445.99999999,209108000,0.75111281,-9.62413238,25.56410553,85.10971787,-28.50702236,-89.13043478,-20,-17.50876469,,-10246.1352657,-17041.42512077,-16925.96618357,Medical/Nursing Services
EYEN,"Eyenovia, Inc.",2.18,74584046,51576700,-238.46736077,35.60348942,48.30670927,1002.53506973,35.36432491,-46.95863747,16.57754011,11.50895141,97.07779,-171.01062,-171.64085,-171.64085,Pharmaceuticals: Major
ESSC,East Stone Acquisition Corporation,10.4,74549739,77613600,-18.05594376,-646.29072591,-1037.29903537,,-987.59686124,1.56944322,0.57054443,0.28929605,,,,,Financial Conglomerates
NPCE,"Neuropace, Inc.",3,74540726,86058600,-15.18157907,-84.00973389,-44.81303366,10.44859937,-48.61191202,-80.54474708,-6.54205607,-20,72.96201352,-83.88254486,-100.0396178,-100.0396178,Medical Specialties
MOVE,Movano Inc.,2.27,74499262.37580994,57292400,-57.02231389,-77.83486569,-8.37359098,-469.23076923,-67.08617911,-35.14285714,-16.54411765,-17.45454545,,,,,Packaged Software
SUNW,"Sunworks, Inc.",2.26,74445879,42873500,-714.77624543,-59.04629721,3.66614665,686.2502535,-67.04310183,-61.88870152,-27.56410256,-18.99641577,41.2408899,-22.41985792,-27.31536475,-27.38740258,Electrical Products
AIRG,"Airgain, Inc.",7.26,74068881,76264300,-499.05945583,-178.87189293,-198.22274882,9.16094753,-207.62427569,-36.25987709,2.10970464,0.69348128,38.26253256,-15.75888084,-17.43490897,-17.85203367,Semiconductors
ARKR,Ark Restaurants Corp.,20.76,73746664,141097000,208.18143281,488.0730659,367.13453785,483.57771261,375.06399317,31.80952381,15.33333333,11.67294244,14.62848426,7.53052124,10.66976936,8.54372067,Restaurants
MGTA,"Magenta Therapeutics, Inc.",1.25,73613105,-37236300,5.63152911,5.28126792,24.12378385,-2.12335693,5.07099391,-80.91603053,-6.71641791,-11.34751773,,,,,Pharmaceuticals: Major
FRD,Friedman Industries Inc.,9.99,73612440,55411300,-662.24369772,392.44532746,30.63484252,261.70514443,23.12444992,-26.16407982,37.60330579,40.50632911,14.8284238,11.04048209,4.58355171,3.36508507,Steel
GTH,Genetron Holdings Limited,0.81,73381947,111521000,-89.19124827,-121.08366937,83.39858111,38.99904846,82.69545276,-94.21428571,8.43373494,3.60706063,56.07314235,-118.27389824,-128.87300564,-127.91470471,Medical/Nursing Services
TCBC,"TC Bancshares, Inc.",14.974,73347896,18161700,298.07221913,,1120.2020202,,758.25537779,7.72661871,5.74858757,4.13073713,,20.87540601,20.87540601,15.89797066,Savings Banks
YRD,Yiren Digital Ltd.,0.862499,73310658,,-47.64223128,622.14634795,268.66972065,28.46509922,259.5847951,-73.86366667,-19.39261682,-19.39261682,,,,,Internet Software/Services
SURF,"Surface Oncology, Inc.",1.26,73122878,-9959090,-298.33097409,-211.03732785,-214.02584046,,-232.2699159,-82.78688525,18.86792453,21.15384615,,-198.5530494,-206.09879857,-206.09879857,Biotechnology
JOB,GEE Group Inc.,0.6399,73012885,46483100,78.02197802,103.8690956,100.01060445,22.12948399,100.04182059,29.11622276,2.8282179,1.41045959,34.96182744,5.32113427,14.42377605,14.16686864,Personnel Services
XNET,Xunlei Limited,1.07,72823315,-119036000,134.89234399,280.60848187,108.62993662,28.15771225,108.60549133,-62.84722222,-24.11347518,-23.02158273,45.65024512,-0.98327459,2.76993949,2.05422972,Information Technology Services
IGNY,Ignyte Acquisition Corp.,9.96,72583499,43917400,,-312574.19354839,,,-157315.80645161,1.8404908,-0.1003009,-0.2004008,,,,,Financial Conglomerates
CRIS,"Curis, Inc.",0.789,72441770,38733400,-35.85705633,-67.1440778,19.25142392,-10.11125332,-51.91921894,-88.15315315,11.12676056,12.71428571,85.54216867,-497.07266566,-533.88554217,-533.88554217,Biotechnology
RAIL,"Freightcar America, Inc.",4.32,72147672.99999999,167226000,2.83211832,61.97323673,68.25101408,184.861502,50.91718674,1.64705882,13.08900524,15.81769437,8.74966472,-0.72737411,-2.37693578,-3.32171041,Trucks/Construction/Farm Machinery
LUCD,Lucid Diagnostics Inc.,1.87,72123025,50219700,-229.20860242,-231.11822908,-259.29401251,,-239.12606255,-80.50052138,16.14906832,22.22222222,-144.26647315,-6454.45936139,-6553.87895501,-6553.87895501,Medical Specialties
USEG,U.S. Energy Corp.,2.89,72029822,90214500,-46.82539683,60.35658102,90.01014199,1354.54545455,72.51125951,-24.14698163,5.09090909,-1.02739726,41.62108404,8.43438014,-27.09711969,-17.83651455,Oil & Gas Production
RCAT,"Red Cat Holdings, Inc.",1.33,71987906,76471400,-1130.68120086,-163.18303725,56.67560322,-13.47779954,11.68802165,-53.4965035,-13.63636364,-20.35928144,14.57434398,-185.41259668,-172.10373706,-172.10373706,Data Processing Services
VBFC,Village Bank and Trust Financial Corp.,48.8978,71754688,82935200,-66.21835443,,44.68948814,,45.58101473,-12.90024938,1.55306334,1.55306334,,30.76432197,30.76432197,24.67295141,Regional Banks
TLSA,Tiziana Life Sciences Ltd,0.7016,71754467.00000001,,-82.68087369,3.01992466,-54.95787427,-57.07712071,10.2568341,-55.87421384,-5.18918919,-10.05128205,,,,,Biotechnology
ISO,IsoPlexis Corporation,1.82,71718599,64698100,-278.22499581,-180.3742566,-212.98459904,61.94346943,-250.62328061,-84.03508772,5.81395349,5.81395349,50.68360946,-500.09650957,-535.02225082,-535.02225082,Packaged Software
LAAA,Lakeshore Acquisition I Corp.,10.1,71663792,15965100,,,,,,3.06122449,0.24415904,0.24415904,,,,,Financial Conglomerates
CIH,China Index Holdings Limited - American Depository Shares,0.790051,71439762,23637400,-31.97752794,252.06433894,193.15656073,3.07778201,193.94257917,-48.69798701,-12.21655556,-12.21655556,,,,,Internet Software/Services
NA,Nano Labs Ltd,1.28,71357866,,2079.12025782,-410.90075064,-396.53061224,-611.25280611,-396.57532586,-83.18002628,-42.60089686,-20.49689441,,,,,Semiconductors
KNW,"Know Labs, Inc.",1.5,71173919.99999999,97534100,-79.47609653,-55.6347164,-38.73714653,-5.25910239,-86.98580166,-30.23255814,-17.12707182,-18.03278689,17.1127778,-209.99124559,-506.80282297,-506.80282297,Electronic Equipment/Instruments
TSHA,"Taysha Gene Therapies, Inc.",1.73,71091165,146280000,-329.54139755,-301.86774591,-36.45275243,-5366.66666667,-190.81834997,-89.63140545,-3.88888889,-10.3626943,,,,,Biotechnology
EMAN,eMagin Corporation,0.9265,71044050,58176900,-192.68036598,-75.55393231,39.01795143,-27.83974863,54.52480783,-57.69406393,57.03389831,56.76818951,23.16164443,-29.2755625,3.17327614,1.34491658,Electronic Equipment/Instruments
GMGI,"Golden Matrix Group, Inc.",2.51,70738259,135685000,28.82276634,-61.47704445,-61.15942029,28.64010159,-55.31045313,-67.36020806,-16.05351171,-14.04109589,27.46863841,6.78681202,7.19644375,5.51174965,Packaged Software
MCAE,Mountain Crest Acquisition Corp. III,10.03,70722370.99999999,15440700,,,,,,1.41557128,0.9054326,0.8040201,,,,,Financial Conglomerates
INZY,"Inozyme Pharma, Inc.",1.76,70656389,40918900,-31.14772043,2.16457835,0.38129973,-384.79262673,-0.3544591,-80.89033659,-33.58490566,-34.32835821,,,,,Pharmaceuticals: Major
PME,Pingtan Marine Enterprise Ltd.,0.82,70471596,,57.95693091,-1396.95042198,96.0047769,-145.58520113,96.59607761,17.14285714,-8.83824347,-2.95857988,,,,,Miscellaneous
NCSM,"NCS Multistage Holdings, Inc.",29.22,70373831,91959000,-66.41933432,93.58881409,91.89086029,15.17850127,91.78110731,-14.83532498,16.92677071,34.34482759,37.05765231,-2.50919669,-2.27900195,-1.89337024,Oilfield Services/Equipment
CORZ,"Core Scientific, Inc.",0.1961,70065472.99999999,1492190000,,-50030.67307692,-376700,,-312386.08653846,-98.3591194,-85.89208633,-84.91538462,23.20395185,-22.83033148,-368.82511704,-367.07360018,Information Technology Services
MCHX,"Marchex, Inc.",1.65,69850463,34813200,-62.64270613,69.96214903,87.96775358,8.7088713,88.58138688,-48.4375,-6.77966102,-1.78571429,52.99129225,-12.53502849,-2.92076508,-3.45677155,Advertising/Marketing Services
ASRV,AmeriServ Financial Inc.,4.08,69805120,146581000,197.46389574,,53.32096475,,53.80600261,5.01930502,7.36842105,7.36842105,,16.23072601,16.23228666,13.03608215,Regional Banks
PASG,"Passage Bio, Inc.",1.28,69712937.99999999,-83431300,-85.62544118,-58.58040359,-19.57404349,-92.875,-65.18105353,-85.17660683,-3.03030303,2.4,,,,,Biotechnology
NXTC,"NextCure, Inc.",2.51,69649599,-55130600,-14.43382099,-75.77753094,-88.98834148,,-89.57189301,-68.30808081,-9.05797101,-8.72727273,,,,,Pharmaceuticals: Major
SJ,Scienjoy Holding Corporation,1.76,69604878.99999999,95688600,-23.76442735,-11.22739617,-14.0073566,18.87238436,-1.14124796,-64.2965818,-20.36199095,-20.36199095,18.73861893,10.15686275,8.62710997,8.41057118,Internet Software/Services
CODA,"Coda Octopus Group, Inc.",6.4056,69553940.99999999,35163500,-32.79526126,29.21859534,47.80405405,16.02795345,47.97784414,-25.25554259,27.0952381,18.62222222,68.77009375,18.67781585,22.45878323,16.6302739,Aerospace & Defense
IMUX,"Immunic, Inc.",1.77,69492938,17658200,-80.03025719,-51.90468405,-39.83843991,-117.94871795,-111.15705296,-79.56120092,-48.09384164,-43.98734177,,,,,Pharmaceuticals: Major
HOOK,HOOKIPA Pharma Inc.,1.27,69474749,6113860,-93.11633272,-56.78029918,-36.12735543,,-71.64602332,-73.26315789,-15.33333333,-5.2238806,,-683.83779264,-632.0819398,-632.09866221,Biotechnology
IOBT,"IO Biotech, Inc.",2.41,69444797,-33214700,-309.79308959,-306.44652538,-413.78084896,,-463.68543431,-84.9375,-13.92857143,-11.0701107,,,,,Biotechnology
PDEX,"Pro-Dex, Inc.",19.2,69437726,73880100,75.98105548,12.30241859,-30.72761699,-3.26335175,-33.77426559,-20.69392813,20.75471698,8.35214447,31.23617421,12.26897552,11.19383459,9.17199876,Medical Specialties
CLGN,CollPlant Biotechnologies Ltd.,6.3,69372334,55402800,128.84615385,116.96699737,102.36164122,408.99589399,104.10460686,-71.31147541,0.8,-7.35294118,-140.74039363,-2551.71821306,-2576.28865979,-2576.28865979,Medical Specialties
VIOT,"Viomi Technology Co., Ltd",1,69353353,-29134200,59.7545741,-42.86327626,-46.56554093,18.39786004,-45.28924312,-77.47747748,-11.71537035,-19.35483871,24.18545327,-4.4018627,-3.15631199,-2.37930824,Electronics/Appliances
IDR,"Idaho Strategic Resources, Inc.",5.7821,69302792,94715500,-113.97184917,-458.60294301,-343.490701,-294.37867187,-391.56742513,-12.03255743,20.46041667,21.72842105,-9.24218402,-31.71761669,-33.66017594,-32.40434304,Precious Metals
XTNT,"Xtant Medical Holdings, Inc.",0.640101,69246929,45500500,26.36203866,-286.97916667,76.98863636,-5.5303559,30.95543215,-45.75415254,-3.27878513,-11.07238122,55.05242663,-11.58744619,-14.35793009,-14.3079149,Medical Specialties
SPRO,"Spero Therapeutics, Inc.",1.97,69082933,-13961400,,-17.50480775,17.49921904,,-14.66019417,-87.97313797,4.23280423,-1.5,,-4851.77978168,-5375.98481253,-5375.98481253,Pharmaceuticals: Major
CLST,"Catalyst Bancorp, Inc.",13.05,69034497.98455599,,518.06451613,,386.60391021,,374.11095306,-4.95265841,4.56730769,5.24193548,,1.81453857,0.95736391,1.21340309,Savings Banks
SURG,"SurgePays, Inc.",5.56,69014981.00000001,64335200,-267.49194165,42.16357528,38.5208043,317.70729433,-26.2042039,3.44186047,21.66301969,22.1978022,10.03796052,-5.61723436,-13.66732706,-13.72956877,Packaged Software
FFBW,"FFBW, Inc.",11.87,68699084,38545600,-10.4368932,,17.7845918,,8.3014746,0.25337838,-1.16569525,-0.25210084,,22.94975689,22.94975689,16.75040519,Savings Banks
CLSD,"Clearside Biomedical, Inc.",1.14,68617433.00000001,59788000,18.53510436,97.47113489,101.60878447,,102.06479956,-78.24427481,3.63636364,0.88495575,,-5.64559881,-5.54387631,-5.54387631,Pharmaceuticals: Major
INKT,"MiNK Therapeutics, Inc.",2.03,68563399.00000001,17556500,-55.05906572,-72.49063226,-83.88345558,-41.59099165,-86.05184908,-84.83943241,1.5,-3.79146919,,,,,Biotechnology
ETON,"Eton Pharmaceuticals, Inc.",2.71,68554972.00000001,55198100,78.88015717,96.03930461,94.17111094,2239.08685969,93.01036825,-51.52057245,25.46296296,29.04761905,73.41787587,-66.96744299,-72.81429094,-72.81429094,Pharmaceuticals: Major
TFFP,"TFF Pharmaceuticals, Inc.",2.69,68535361,122696000,-71.71685931,-68.34791493,-37.56875688,,-67.16928327,-65.60102302,-42.52136752,-33.74384236,,,,,Pharmaceuticals: Major
LIFE,"aTyr Pharma, Inc.",2.39,68413867,-8037620,-119.73148902,-123.35950836,0.07904692,,-108.13609467,-72.3699422,-15.54770318,-20.33333333,,,,,Pharmaceuticals: Major
VIRC,Virco Manufacturing Corporation,4.21,68248248,116865000,-160.15943313,-39.98749414,-569.98587571,10.93126991,-578.13620072,26.80722892,-2.09302326,-1.17370892,34.13432555,2.03513564,0.46627732,-4.89402788,Office Equipment/Supplies
LOGC,"LogicBio Therapeutics, Inc.",2.06,67903231,-16208900,32.53630829,-26.880659,3.86439624,,-22.70929769,-43.56164384,630.4964539,655.96330275,,-296.09328872,,-304.60539264,Pharmaceuticals: Major
HYPR,"Hyperfine, Inc.",0.9602,67762100.00000001,10212500,-116.05248344,-176.45030601,0.80679862,-144.65408805,-176.82161608,-90.34974874,-3.98,18.54320988,-15.35365152,-2126.2339563,-2125.2660437,-2125.2660437,Medical Specialties
GNPX,"Genprex, Inc.",1.41,67708629,36518800,-2.6086084,-9.1390171,17.62027321,1.0668657,-9.21181066,-37.05357143,-2.75862069,0,,,,,Pharmaceuticals: Major
CRDF,"Cardiff Oncology, Inc.",1.56,67602471,-23756800,-43.16528398,-52.56361211,32.97921478,,-46.53483521,-73.28767123,1.2987013,1.2987013,,-9906.51041667,-9841.40625,-9841.40625,Medical Specialties
CGA,"China Green Agriculture, Inc.",5.56,67506556,38535800,79.85382381,17.48209026,28.13676338,-5.89484623,12.43455459,-53.47280335,-13.53032659,-3.1358885,16.8188748,-54.91364491,-53.764741,-55.02780282,Chemicals: Agricultural
SPK,SPK Acquisition Corp,10.17,67084112.50834151,15005300,,-67003.17460317,,100,-67291.04000004,-1.35790495,-0.19627085,-0.19627085,,,,,Financial Conglomerates
BAFN,BayFirst Financial Corp.,16.63,67004580.84344659,113185000,-20.60533639,,91.11628681,,93.79548994,-43.53140917,-8.37465565,0.48338369,,8.8109404,6.50580893,5.45952189,Regional Banks
BTCY,"Biotricity, Inc.",1.29,66948374,98894900,-37.11202139,-35.41836538,-51.63055872,201.93090572,-88.04561384,-68.4596577,65.34221994,61.25,58.23568525,-241.50533145,-355.70234787,-355.70234787,Packaged Software
